CASEID,RESOURCE,ROUND,EVENTID,ACTIVITY,STAGE,START,END,VIDEOSTART,VIDEOEND
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997727799,Remove guidewire,Install Catheter,1/20/2019 1:17:01,1/20/2019 1:17:39,1021,1059
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997786888,Check flow and reflow,Install Catheter,1/20/2019 1:18:00,1/20/2019 1:18:11,1080,1091
1547997805806-video_2.a_CVC,R_45_2A,Post,1547997799633,Check catheter position,Install Catheter,1/20/2019 1:18:13,1/20/2019 1:18:15,1093,1095
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032219644,Prepare implements,Operator and Patient Preparation,1/21/2019 1:00:12,1/21/2019 1:00:30,12,30
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032238713,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:00:31,1/21/2019 1:00:54,31,54
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032262182,Hand washing,Operator and Patient Preparation,1/21/2019 1:00:55,1/21/2019 1:01:07,55,67
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032276103,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:01:09,1/21/2019 1:02:26,69,146
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032331154,Prepare implements,Operator and Patient Preparation,1/21/2019 1:02:29,1/21/2019 1:03:53,149,233
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032419185,Ultrasound configuration,Ultrasound Preparation,1/21/2019 1:03:57,1/21/2019 1:04:16,237,256
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032440955,Clean puncture area,Operator and Patient Preparation,1/21/2019 1:04:18,1/21/2019 1:04:27,258,267
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032497890,Drap puncture area,Operator and Patient Preparation,1/21/2019 1:04:31,1/21/2019 1:05:05,271,305
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032546791,Gel in probe,Ultrasound Preparation,1/21/2019 1:05:20,1/21/2019 1:05:22,320,322
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032550766,Cover probe,Ultrasound Preparation,1/21/2019 1:05:24,1/21/2019 1:06:33,324,393
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032623720,Put sterile gel,Ultrasound Preparation,1/21/2019 1:06:36,1/21/2019 1:06:43,396,403
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032631707,Position probe,Ultrasound Preparation,1/21/2019 1:06:44,1/21/2019 1:06:48,404,408
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032639747,Anatomic identification,Locate Structures,1/21/2019 1:06:52,1/21/2019 1:06:52,412,412
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032642157,Ultrasound configuration,Ultrasound Preparation,1/21/2019 1:06:55,1/21/2019 1:07:19,415,439
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032753146,Compression identification,Locate Structures,1/21/2019 1:07:48,1/21/2019 1:07:48,468,468
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032768843,Prepare implements,Operator and Patient Preparation,1/21/2019 1:07:58,1/21/2019 1:08:06,478,486
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032778746,Anesthetize,Venous puncture,1/21/2019 1:08:08,1/21/2019 1:08:16,488,496
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032838243,Puncture,Venous puncture,1/21/2019 1:09:08,1/21/2019 1:09:43,548,583
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032912401,Blood return,Venous puncture,1/21/2019 1:09:42,1/21/2019 1:09:42,582,582
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032914183,Drop probe,Install Guidewire,1/21/2019 1:09:44,1/21/2019 1:09:44,584,584
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032918288,Remove syringe,Install Guidewire,1/21/2019 1:09:48,1/21/2019 1:09:48,588,588
1548033283992-video_2.b_CVC,R_46_2B,Post,1548032924349,Guidewire install,Install Guidewire,1/21/2019 1:09:54,1/21/2019 1:10:20,594,620
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033020388,Remove trocar,Install Guidewire,1/21/2019 1:10:22,1/21/2019 1:10:25,622,625
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033026951,Check wire in short axis,Install Guidewire,1/21/2019 1:10:26,1/21/2019 1:10:31,626,631
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033072839,Check wire in long axis,Install Guidewire,1/21/2019 1:10:33,1/21/2019 1:10:39,633,639
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033080085,Wire in good position,Install Guidewire,1/21/2019 1:10:40,1/21/2019 1:10:40,640,640
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033085011,Widen pathway,Install Catheter,1/21/2019 1:10:45,1/21/2019 1:11:17,645,677
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033121667,Advance catheter,Install Catheter,1/21/2019 1:11:22,1/21/2019 1:12:31,682,751
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033201430,Remove guidewire,Install Catheter,1/21/2019 1:12:33,1/21/2019 1:12:47,753,767
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033218901,Check flow and reflow,Install Catheter,1/21/2019 1:12:51,1/21/2019 1:13:47,771,827
1548033283992-video_2.b_CVC,R_46_2B,Post,1548033277311,Check catheter position,Install Catheter,1/21/2019 1:13:49,1/21/2019 1:13:51,829,831
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033505654,Prepare implements,Operator and Patient Preparation,1/21/2019 1:00:21,1/21/2019 1:00:50,21,50
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033535499,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:01:03,1/21/2019 1:01:29,63,89
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033570039,Hand washing,Operator and Patient Preparation,1/21/2019 1:01:30,1/21/2019 1:01:36,90,96
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033618509,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:01:37,1/21/2019 1:03:11,97,191
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033731157,Prepare implements,Operator and Patient Preparation,1/21/2019 1:03:12,1/21/2019 1:04:36,192,276
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033831894,Clean puncture area,Operator and Patient Preparation,1/21/2019 1:04:53,1/21/2019 1:05:05,293,305
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033849772,Drap puncture area,Operator and Patient Preparation,1/21/2019 1:05:11,1/21/2019 1:05:31,311,331
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033884093,Gel in probe,Ultrasound Preparation,1/21/2019 1:05:45,1/21/2019 1:05:45,345,345
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033900908,Cover probe,Ultrasound Preparation,1/21/2019 1:06:02,1/21/2019 1:06:43,362,403
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033987957,Put sterile gel,Ultrasound Preparation,1/21/2019 1:07:01,1/21/2019 1:07:01,421,421
1548034300723-video_2.c_CVC,R_47_2C,Post,1548033996675,Position probe,Ultrasound Preparation,1/21/2019 1:07:09,1/21/2019 1:07:09,429,429
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034011406,Compression identification,Locate Structures,1/21/2019 1:07:24,1/21/2019 1:07:24,444,444
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034018490,Anatomic identification,Locate Structures,1/21/2019 1:07:26,1/21/2019 1:07:26,446,446
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034038559,Anesthetize,Venous puncture,1/21/2019 1:07:43,1/21/2019 1:07:47,463,467
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034066180,Ultrasound configuration,Ultrasound Preparation,1/21/2019 1:07:59,1/21/2019 1:08:22,479,502
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034100800,Puncture,Venous puncture,1/21/2019 1:08:34,1/21/2019 1:08:57,514,537
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034124774,Blood return,Venous puncture,1/21/2019 1:08:58,1/21/2019 1:08:58,538,538
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034126625,Drop probe,Install Guidewire,1/21/2019 1:09:00,1/21/2019 1:09:00,540,540
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034130573,Remove syringe,Install Guidewire,1/21/2019 1:09:04,1/21/2019 1:09:04,544,544
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034133357,Guidewire install,Install Guidewire,1/21/2019 1:09:07,1/21/2019 1:09:20,547,560
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034149019,Remove trocar,Install Guidewire,1/21/2019 1:09:22,1/21/2019 1:09:24,562,564
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034155892,Check wire in long axis,Install Guidewire,1/21/2019 1:09:29,1/21/2019 1:09:36,569,576
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034170772,Widen pathway,Install Catheter,1/21/2019 1:09:44,1/21/2019 1:09:57,584,597
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034187948,Advance catheter,Install Catheter,1/21/2019 1:10:01,1/21/2019 1:11:09,601,669
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034257183,Remove guidewire,Install Catheter,1/21/2019 1:11:10,1/21/2019 1:11:34,670,694
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034282387,Check flow and reflow,Install Catheter,1/21/2019 1:11:36,1/21/2019 1:11:45,696,705
1548034300723-video_2.c_CVC,R_47_2C,Post,1548034292891,Check catheter position,Install Catheter,1/21/2019 1:11:46,1/21/2019 1:11:48,706,708
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034477416,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:00:37,1/21/2019 1:01:02,37,62
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034503659,Hand washing,Operator and Patient Preparation,1/21/2019 1:01:04,1/21/2019 1:01:23,64,83
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034619294,Get in sterile clothes,Operator and Patient Preparation,1/21/2019 1:01:24,1/21/2019 1:03:12,84,192
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034731967,Position patient,Locate Structures,1/21/2019 1:03:13,1/21/2019 1:03:14,193,194
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034773441,Clean puncture area,Operator and Patient Preparation,1/21/2019 1:03:36,1/21/2019 1:04:10,216,250
1548037113729-video_2.d_CVC,R_48_2D,Post,1548034984988,Drap puncture area,Operator and Patient Preparation,1/21/2019 1:04:20,1/21/2019 1:04:56,260,296
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035023435,Prepare implements,Operator and Patient Preparation,1/21/2019 1:04:59,1/21/2019 1:06:33,299,393
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035120472,Ultrasound configuration,Ultrasound Preparation,1/21/2019 1:06:36,1/21/2019 1:07:13,396,433
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035172244,Prepare implements,Operator and Patient Preparation,1/21/2019 1:07:17,1/21/2019 1:07:23,437,443
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035244440,Gel in probe,Ultrasound Preparation,1/21/2019 1:08:00,1/21/2019 1:08:02,480,482
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035249555,Cover probe,Ultrasound Preparation,1/21/2019 1:08:05,1/21/2019 1:09:21,485,561
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035363372,Put sterile gel,Ultrasound Preparation,1/21/2019 1:09:28,1/21/2019 1:09:46,568,586
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035410318,Position probe,Ultrasound Preparation,1/21/2019 1:10:15,1/21/2019 1:10:15,615,615
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035415562,Ultrasound configuration,Ultrasound Preparation,1/21/2019 1:10:20,1/21/2019 1:10:28,620,628
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035431858,Anatomic identification,Locate Structures,1/21/2019 1:10:37,1/21/2019 1:10:37,637,637
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035436175,Compression identification,Locate Structures,1/21/2019 1:10:41,1/21/2019 1:10:41,641,641
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035464822,Anesthetize,Venous puncture,1/21/2019 1:11:10,1/21/2019 1:11:44,670,704
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035519596,Puncture,Venous puncture,1/21/2019 1:12:04,1/21/2019 1:12:47,724,767
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035563463,Blood return,Venous puncture,1/21/2019 1:12:48,1/21/2019 1:12:48,768,768
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035564910,Drop probe,Install Guidewire,1/21/2019 1:12:50,1/21/2019 1:12:50,770,770
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035568730,Remove syringe,Install Guidewire,1/21/2019 1:12:53,1/21/2019 1:12:53,773,773
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035575177,Guidewire install,Install Guidewire,1/21/2019 1:13:00,1/21/2019 1:13:41,780,821
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035656776,Remove trocar,Install Guidewire,1/21/2019 1:13:43,1/21/2019 1:13:50,823,830
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035665915,Check wire in short axis,Install Guidewire,1/21/2019 1:13:53,1/21/2019 1:14:19,833,859
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035693298,Check wire in long axis,Install Guidewire,1/21/2019 1:14:20,1/21/2019 1:14:57,860,897
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035731904,Check wire in short axis,Install Guidewire,1/21/2019 1:14:59,1/21/2019 1:15:02,899,902
1548037113729-video_2.d_CVC,R_48_2D,Post,1548035736481,Wire in good position,Install Guidewire,1/21/2019 1:15:03,1/21/2019 1:15:03,903,903
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036368128,Widen pathway,Install Catheter,1/21/2019 1:15:11,1/21/2019 1:15:35,911,935
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036401945,Advance catheter,Install Catheter,1/21/2019 1:15:44,1/21/2019 1:17:37,944,1057
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036530549,Advance catheter,Install Catheter,1/21/2019 1:17:52,1/21/2019 1:19:27,1072,1167
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036732878,Advance catheter,Install Catheter,1/21/2019 1:19:36,1/21/2019 1:20:16,1176,1216
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036793965,Advance catheter,Install Catheter,1/21/2019 1:20:37,1/21/2019 1:21:49,1237,1309
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036876217,Check wire in short axis,Install Guidewire,1/21/2019 1:21:59,1/21/2019 1:21:59,1319,1319
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036887540,Check wire in long axis,Install Guidewire,1/21/2019 1:22:10,1/21/2019 1:22:19,1330,1339
1548037113729-video_2.d_CVC,R_48_2D,Post,1548036901847,Advance catheter,Install Catheter,1/21/2019 1:22:24,1/21/2019 1:23:50,1344,1430
1548037113729-video_2.d_CVC,R_48_2D,Post,1548037009219,Advance catheter,Install Catheter,1/21/2019 1:24:12,1/21/2019 1:25:06,1452,1506
1548037113729-video_2.d_CVC,R_48_2D,Post,1548037064871,Remove guidewire,Install Catheter,1/21/2019 1:25:07,1/21/2019 1:25:27,1507,1527
1548037113729-video_2.d_CVC,R_48_2D,Post,1548037090321,Check flow and reflow,Install Catheter,1/21/2019 1:25:33,1/21/2019 1:25:50,1533,1550
1548037113729-video_2.d_CVC,R_48_2D,Post,1548037108560,Check catheter position,Install Catheter,1/21/2019 1:25:51,1/21/2019 1:25:54,1551,1554
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539314781034,Prepare implements,Operator and Patient Preparation,10/12/2018 3:01:21,10/12/2018 3:02:05,81,125
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539314820153,Ultrasound configuration,Ultrasound Preparation,10/12/2018 3:02:12,10/12/2018 3:02:55,132,175
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539314889315,Position patient,Locate Structures,10/12/2018 3:03:22,10/12/2018 3:03:29,202,209
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539314920863,Hand washing,Operator and Patient Preparation,10/12/2018 3:03:53,10/12/2018 3:05:05,233,305
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539314983804,Get in sterile clothes,Operator and Patient Preparation,10/12/2018 3:05:07,10/12/2018 3:06:42,307,402
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315036302,Prepare implements,Operator and Patient Preparation,10/12/2018 3:06:49,10/12/2018 3:07:12,409,432
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315071975,Clean puncture area,Operator and Patient Preparation,10/12/2018 3:07:07,10/12/2018 3:07:26,427,446
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315096634,Prepare implements,Operator and Patient Preparation,10/12/2018 3:07:33,10/12/2018 3:08:09,453,489
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315135824,Anesthetize,Venous puncture,10/12/2018 3:08:13,10/12/2018 3:08:18,493,498
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315146748,Drap puncture area,Operator and Patient Preparation,10/12/2018 3:08:23,10/12/2018 3:08:57,503,537
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315187320,Prepare implements,Operator and Patient Preparation,10/12/2018 3:09:04,10/12/2018 3:10:37,544,637
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315263188,Gel in probe,Ultrasound Preparation,10/12/2018 3:10:20,10/12/2018 3:10:28,620,628
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315285826,Cover probe,Ultrasound Preparation,10/12/2018 3:10:42,10/12/2018 3:13:30,642,810
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315470121,Put sterile gel,Ultrasound Preparation,10/12/2018 3:13:47,10/12/2018 3:13:55,827,835
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315510894,Prepare implements,Operator and Patient Preparation,10/12/2018 3:14:27,10/12/2018 3:15:34,867,934
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315609856,Anesthetize,Venous puncture,10/12/2018 3:16:06,10/12/2018 3:16:11,966,971
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315653463,Prepare implements,Operator and Patient Preparation,10/12/2018 3:16:12,10/12/2018 3:17:10,972,1030
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315717840,Put sterile gel,Ultrasound Preparation,10/12/2018 3:17:17,10/12/2018 3:17:21,1037,1041
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315778330,Position probe,Ultrasound Preparation,10/12/2018 3:17:33,10/12/2018 3:17:33,1053,1053
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315787779,Anatomic identification,Locate Structures,10/12/2018 3:17:43,10/12/2018 3:17:43,1063,1063
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315791982,Ultrasound configuration,Ultrasound Preparation,10/12/2018 3:17:47,10/12/2018 3:18:46,1067,1126
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315853307,Anatomic identification,Locate Structures,10/12/2018 3:18:48,10/12/2018 3:19:10,1128,1150
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315875646,Compression identification,Locate Structures,10/12/2018 3:19:11,10/12/2018 3:19:21,1151,1161
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539315887012,Doppler identification,Locate Structures,10/12/2018 3:19:22,10/12/2018 3:19:44,1162,1184
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316068443,Puncture,Venous puncture,10/12/2018 3:20:33,10/12/2018 3:21:38,1233,1298
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316134266,Blood return,Venous puncture,10/12/2018 3:21:39,10/12/2018 3:21:39,1299,1299
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316136552,Drop probe,Install Guidewire,10/12/2018 3:21:41,10/12/2018 3:21:41,1301,1301
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316140764,Remove syringe,Install Guidewire,10/12/2018 3:21:45,10/12/2018 3:21:45,1305,1305
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316147172,Guidewire install,Install Guidewire,10/12/2018 3:21:52,10/12/2018 3:22:54,1312,1374
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316210767,Remove trocar,Install Guidewire,10/12/2018 3:22:55,10/12/2018 3:22:55,1375,1375
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316222622,Widen pathway,Install Catheter,10/12/2018 3:23:07,10/12/2018 3:23:29,1387,1409
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316247735,Advance catheter,Install Catheter,10/12/2018 3:23:32,10/12/2018 3:24:37,1412,1477
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316309767,Remove guidewire,Install Catheter,10/12/2018 3:24:34,10/12/2018 3:24:34,1474,1474
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316327078,Check flow and reflow,Install Catheter,10/12/2018 3:24:52,10/12/2018 3:25:48,1492,1548
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316399805,Position probe,Ultrasound Preparation,10/12/2018 3:26:04,10/12/2018 3:26:04,1564,1564
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316409960,Anatomic identification,Locate Structures,10/12/2018 3:26:15,10/12/2018 3:26:15,1575,1575
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316442527,Puncture,Venous puncture,10/12/2018 3:26:47,10/12/2018 3:27:29,1607,1649
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316485661,Blood return,Venous puncture,10/12/2018 3:27:30,10/12/2018 3:27:30,1650,1650
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316487082,Drop probe,Install Guidewire,10/12/2018 3:27:32,10/12/2018 3:27:32,1652,1652
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316499159,Remove syringe,Install Guidewire,10/12/2018 3:27:44,10/12/2018 3:27:44,1664,1664
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316500693,Guidewire install,Install Guidewire,10/12/2018 3:27:45,10/12/2018 3:29:47,1665,1787
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316623977,Remove trocar,Install Guidewire,10/12/2018 3:29:49,10/12/2018 3:29:49,1789,1789
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316633530,Check wire in short axis,Install Guidewire,10/12/2018 3:29:58,10/12/2018 3:30:05,1798,1805
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316641054,Check wire in long axis,Install Guidewire,10/12/2018 3:30:06,10/12/2018 3:30:50,1806,1850
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316750289,Widen pathway,Install Catheter,10/12/2018 3:31:19,10/12/2018 3:31:22,1879,1882
1539316889981-video_3.1_CVC,R_31_1G,Pre,1539316753797,Advance catheter,Install Catheter,10/12/2018 4:31:23,10/12/2018 4:33:26,1883,2006
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733614361,Get in sterile clothes,Operator and Patient Preparation,10/16/2018 23:01:19,10/16/2018 23:01:25,79,85
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733621135,Hand washing,Operator and Patient Preparation,10/16/2018 23:01:26,10/16/2018 23:03:10,86,190
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733750863,Get in sterile clothes,Operator and Patient Preparation,10/16/2018 23:03:36,10/16/2018 23:05:25,216,325
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733846612,Clean puncture area,Operator and Patient Preparation,10/16/2018 23:05:34,10/16/2018 23:06:03,334,363
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733886204,Drap puncture area,Operator and Patient Preparation,10/16/2018 23:06:18,10/16/2018 23:06:56,378,416
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539733949704,Prepare implements,Operator and Patient Preparation,10/16/2018 23:07:22,10/16/2018 23:09:06,442,546
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734016423,Cover probe,Ultrasound Preparation,10/16/2018 23:09:18,10/16/2018 23:10:20,558,620
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734051370,Gel in probe,Ultrasound Preparation,10/16/2018 23:09:35,10/16/2018 23:09:50,575,590
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734113552,Prepare implements,Operator and Patient Preparation,10/16/2018 23:10:37,10/16/2018 23:11:39,637,699
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734186794,Ultrasound configuration,Ultrasound Preparation,10/16/2018 23:11:51,10/16/2018 23:12:26,711,746
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734223792,Put sterile gel,Ultrasound Preparation,10/16/2018 23:12:28,10/16/2018 23:12:34,748,754
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734246216,Position probe,Ultrasound Preparation,10/16/2018 23:12:50,10/16/2018 23:12:50,770,770
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734258643,Anatomic identification,Locate Structures,10/16/2018 23:13:03,10/16/2018 23:13:03,783,783
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734271042,Ultrasound configuration,Ultrasound Preparation,10/16/2018 23:13:15,10/16/2018 23:13:21,795,801
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734286330,Compression identification,Locate Structures,10/16/2018 23:13:30,10/16/2018 23:13:30,810,810
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734316682,Prepare implements,Operator and Patient Preparation,10/16/2018 23:14:01,10/16/2018 23:15:20,841,920
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734404002,Position probe,Ultrasound Preparation,10/17/2018 0:15:28,10/17/2018 0:15:28,928,928
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734420973,Anesthetize,Venous puncture,10/17/2018 0:15:45,10/17/2018 0:15:50,945,950
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734444098,Puncture,Venous puncture,10/17/2018 0:16:08,10/17/2018 0:16:55,968,1015
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734492276,Blood return,Venous puncture,10/17/2018 0:16:56,10/17/2018 0:16:56,1016,1016
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734493839,Drop probe,Install Guidewire,10/17/2018 0:16:58,10/17/2018 0:16:58,1018,1018
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734498259,Remove syringe,Install Guidewire,10/17/2018 0:17:02,10/17/2018 0:17:20,1022,1040
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734522732,Check wire in short axis,Install Guidewire,10/17/2018 0:17:27,10/17/2018 0:17:36,1047,1056
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734533627,Check wire in long axis,Install Guidewire,10/17/2018 0:17:38,10/17/2018 0:17:43,1058,1063
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734551077,Guidewire install,Install Guidewire,10/17/2018 0:17:55,10/17/2018 0:18:54,1075,1134
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734614151,Blood return,Venous puncture,10/17/2018 0:18:58,10/17/2018 0:19:23,1138,1163
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734641826,Guidewire install,Install Guidewire,10/17/2018 0:19:26,10/17/2018 0:19:54,1166,1194
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734664191,Check wire in short axis,Install Guidewire,10/17/2018 0:19:48,10/17/2018 0:19:48,1188,1188
1539734942389-video_3.2_CVC,R_32_1H,Pre,1539734674181,Remove trocar,Install Guidewire,10/17/2018 0:19:58,10/17/2018 0:20:02,1198,1202
